host_response_time,host_acceptance_rate,host_identity_verified,latitude,longitude,property_type,room_type,accommodates,bathrooms,bedrooms,beds,minimum_nights,maximum_nights,has_availability,availability_30,availability_365,number_of_reviews,number_of_reviews_ltm,review_scores_rating,review_scores_location,review_scores_value,instant_bookable,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month,log_price,num_amenities,amenity_wifi,amenity_kitchen,amenity_air_conditioning,amenity_heating,amenity_washer,amenity_dryer,amenity_tv,amenity_parking,amenity_pool,amenity_pets_allowed,amenity_long_term_stays_allowed,num_host_verifications,host_duration_days,days_since_last_review,neighbourhood_group,has_reviews
within_hour,1.0,1,50.08951709999999,14.4235734,Entire rental unit,Entire_home/apt,6,1.0,1.0,4.0,1,365,1,16,127,74,66,4.88,4.96,4.88,1,4,0,0,5.36,7.715123603632105,37,1,1,1,1,1,1,1,1,0,0,1,2,3843,7.0,Old_Town_Center,1
within_hour,1.0,1,50.08650079435712,14.338750909583752,Entire condo,Entire_home/apt,5,1.5,2.0,4.0,2,180,1,19,212,39,35,5.0,4.82,4.85,0,1,0,0,2.99,7.550135342488429,33,1,1,1,1,1,1,1,1,0,0,1,3,3048,21.0,North_West_Districts,1
Unknown,1.0,1,50.08951709999999,14.4212243,Entire rental unit,Entire_home/apt,4,1.5,2.0,2.0,2,365,1,10,217,54,52,4.98,4.98,4.85,1,6,0,0,4.27,8.307459327011946,56,1,1,1,1,1,1,1,1,0,1,1,1,733,77.0,Old_Town_Center,1
within_hour,0.97,1,50.06776021158522,14.385200925171375,Entire rental unit,Entire_home/apt,4,1.0,1.0,2.0,1,31,1,12,67,32,27,4.88,4.75,4.88,0,2,0,0,2.37,7.418180822726788,37,1,1,1,1,1,1,1,1,1,1,1,2,487,1.0,Near_Center_West_South,1
Unknown,1.0,1,50.08951709999999,14.4212243,Entire rental unit,Entire_home/apt,4,1.5,2.0,2.0,2,365,1,4,203,44,42,4.84,4.93,4.91,1,6,0,0,3.5,8.299037181613066,55,1,1,1,1,1,1,1,1,0,1,1,1,733,78.0,Old_Town_Center,1
within_hour,1.0,1,50.04475041181739,14.450764013884545,Entire rental unit,Entire_home/apt,2,1.0,1.0,1.0,1,365,1,6,206,43,40,4.81,4.7,4.79,1,12,0,0,3.4,7.004881989712859,28,1,1,1,1,1,1,1,1,0,1,0,2,1250,16.0,Outer_Districts,1
within_hour,1.0,1,50.07473,14.42111,Entire serviced apartment,Entire_home/apt,4,1.0,2.0,2.0,3,365,1,18,238,78,71,4.88,4.85,4.81,1,74,0,0,5.85,7.3343293503005365,41,1,1,1,1,1,1,1,1,0,1,1,2,1109,4.0,New_Town_Vinohrady,1
within_hour,0.57,1,50.07209567979052,14.393716984162936,Entire rental unit,Entire_home/apt,3,1.0,1.0,3.0,1,365,1,30,270,3,3,5.0,5.0,5.0,0,3,0,0,0.26,7.507690077819904,66,1,1,1,1,1,1,1,1,0,1,1,2,2788,98.0,Near_Center_West_South,1
within_hour,1.0,1,50.0674856,14.4059916,Entire rental unit,Entire_home/apt,2,1.0,1.0,0.0,3,365,1,16,266,32,32,4.88,4.84,4.88,1,1,0,0,2.74,7.52456122628536,33,1,1,1,1,1,1,1,1,0,0,0,2,3105,7.0,Near_Center_West_South,1
within_hour,0.71,1,49.99945,14.41081,Entire condo,Entire_home/apt,2,1.0,1.0,1.0,1,10,1,0,160,5,5,4.6,4.4,4.6,0,1,0,0,0.46,7.244941546337007,35,1,1,0,1,1,1,0,1,1,0,0,2,401,233.0,Outer_Districts,1
within_hour,1.0,1,50.1472749,14.4398074,Entire rental unit,Entire_home/apt,5,1.0,2.0,3.0,2,60,1,18,140,7,7,4.86,4.71,4.71,0,1,0,0,0.68,7.796057974316123,32,1,1,1,1,1,1,1,1,0,0,1,2,402,73.0,Outer_Districts,1
within_hour,1.0,1,50.0949969,14.4651037,Entire rental unit,Entire_home/apt,2,1.0,1.0,1.0,2,365,1,22,335,26,26,4.81,4.81,4.81,1,4,0,0,2.41,7.030857476116121,37,1,1,0,1,1,1,1,1,0,1,1,2,476,35.0,Near_Center_East,1
within_hour,0.67,1,50.0821113,14.3735299,Entire home,Entire_home/apt,3,1.5,1.0,2.0,3,90,1,29,206,7,7,5.0,5.0,5.0,0,1,0,0,0.67,7.753194269884341,28,1,1,1,1,1,0,1,1,0,0,0,2,2855,169.0,North_West_Districts,1
within_hour,1.0,1,50.04661956610428,14.450403758516789,Entire rental unit,Entire_home/apt,4,1.0,2.0,2.0,1,365,1,6,208,27,24,4.59,4.7,4.48,1,12,0,0,1.95,7.233455418621439,26,1,1,1,1,1,1,1,1,0,1,0,2,1250,62.0,Outer_Districts,1
within_hour,1.0,1,50.10140879635736,14.477892212996188,Entire serviced apartment,Entire_home/apt,4,1.0,1.0,1.0,1,365,1,0,142,19,18,5.0,4.84,4.89,1,45,0,0,1.45,7.180069874302796,41,1,1,1,1,1,1,1,1,0,0,1,2,4936,2.0,Near_Center_East,1
within_hour,0.97,1,50.08412138655945,14.451617257262637,Entire rental unit,Entire_home/apt,4,1.0,1.0,2.0,1,365,1,19,124,3,3,5.0,5.0,5.0,1,7,0,0,0.29,7.249925536717988,35,1,1,1,1,1,1,0,1,0,0,1,2,450,91.0,Near_Center_East,1
within_hour,0.97,1,50.08394,14.45064,Entire rental unit,Entire_home/apt,4,1.0,1.0,2.0,1,365,1,21,137,7,7,4.71,4.71,4.86,1,7,0,0,0.75,7.198183577101943,37,1,1,1,1,1,1,0,1,0,0,1,2,450,72.0,Near_Center_East,1
within_hour,0.97,1,50.0449051239723,14.323145717064325,Entire rental unit,Entire_home/apt,4,1.0,1.0,2.0,1,365,1,3,198,11,8,5.0,4.91,4.91,1,7,0,0,0.85,7.424761761823209,38,1,1,1,1,1,1,1,1,0,0,1,2,450,50.0,Outer_Districts,1
within_hour,0.98,1,50.0841922,14.4242284,Private room in rental unit,Private_room,2,1.0,1.0,1.0,1,365,1,29,364,1,1,3.0,5.0,2.0,1,1,2,0,0.2,7.4205789054108005,25,1,1,1,1,0,0,1,1,0,0,0,2,423,147.0,Old_Town_Center,1
within_hour,0.98,1,50.08534,14.42398,Entire rental unit,Entire_home/apt,4,1.0,1.0,1.0,1,365,1,26,348,1,1,5.0,5.0,5.0,1,1,2,0,0.7,7.507141079727608,26,1,1,1,1,0,0,1,1,0,0,0,2,423,42.0,Old_Town_Center,1
within_day,0.7,1,50.0672819,14.4060146,Entire rental unit,Entire_home/apt,6,1.0,2.0,3.0,2,365,1,9,179,58,56,4.83,4.72,4.79,0,5,0,0,4.57,7.754481547470383,36,1,1,1,1,1,1,1,1,0,0,1,2,2473,22.0,Near_Center_West_South,1
Unknown,0.5,1,50.02856771931162,14.449947334003804,Entire rental unit,Entire_home/apt,3,1.0,1.0,3.0,1,35,1,29,89,1,0,3.0,2.0,3.0,0,1,0,0,0.08,7.390798521735676,5,0,1,1,0,1,0,1,0,0,0,0,2,416,378.0,Outer_Districts,1
within_hour,1.0,1,50.08027,14.40573,Entire rental unit,Entire_home/apt,8,2.5,3.0,3.0,3,365,1,0,196,17,17,5.0,4.94,4.88,1,14,0,0,1.49,8.459775920546287,62,1,1,1,1,1,1,1,1,0,1,1,2,3427,70.0,Near_Center_West_South,1
within_hour,0.57,1,50.07227642131213,14.393272336017498,Entire rental unit,Entire_home/apt,3,1.0,1.0,3.0,1,365,1,29,171,5,4,5.0,5.0,5.0,1,3,0,0,0.38,7.526178913346146,61,1,1,1,1,1,1,1,1,0,1,1,2,2788,4.0,Near_Center_West_South,1
within_hour,0.57,1,50.0733166,14.3968686,Entire rental unit,Entire_home/apt,3,1.0,1.0,3.0,1,365,1,30,239,16,14,4.88,4.75,4.69,0,3,0,0,1.29,7.650168700845001,64,1,1,1,1,1,1,1,1,0,1,1,2,2788,28.0,Near_Center_West_South,1
within_hour,1.0,1,50.03769,14.48388,Entire condo,Entire_home/apt,6,1.5,3.0,4.0,2,30,1,19,25,21,18,4.76,4.57,4.67,1,3,0,0,1.6,7.6544432264701125,60,1,1,1,1,1,1,1,1,0,0,1,3,2111,74.0,Outer_Districts,1
within_hour,0.96,1,50.107294483464464,14.45631377301635,Other_Property,Entire_home/apt,2,1.0,1.0,2.0,1,365,1,27,226,42,42,4.79,4.76,4.55,0,1,0,0,3.6,7.31986492980897,16,1,1,1,1,0,0,0,1,0,0,0,3,3452,8.0,North_West_Districts,1
within_hour,0.98,1,50.10077190000001,14.3892631,Entire condo,Entire_home/apt,2,1.0,0.0,1.0,1,365,1,19,50,101,98,4.93,4.87,4.84,1,1,0,0,7.81,6.975413927455952,39,1,1,1,1,1,1,1,1,0,0,0,2,2572,6.0,North_West_Districts,1
within_hour,1.0,1,50.08079082089302,14.416675403831404,Entire rental unit,Entire_home/apt,6,2.0,1.0,2.0,2,365,1,9,116,52,48,4.87,4.81,4.88,1,1,0,0,3.98,7.8838232148921525,41,1,1,1,1,1,1,1,0,0,1,0,2,617,13.0,Old_Town_Center,1
within_hour,0.99,1,50.07896871790592,14.423692009455758,Entire rental unit,Entire_home/apt,2,1.0,0.0,1.0,2,365,1,11,294,24,23,4.71,4.83,4.71,1,9,4,0,1.9,7.779048644925556,27,1,1,0,1,0,1,1,0,0,0,1,2,2977,28.0,Old_Town_Center,1
within_hour,0.99,1,50.07614222225335,14.4520476431357,Entire rental unit,Entire_home/apt,2,1.0,1.0,1.0,2,365,1,2,77,67,64,4.96,4.97,4.93,1,4,0,0,5.37,6.955592608396297,28,1,1,1,1,1,1,0,0,0,0,1,2,4305,21.0,Near_Center_East,1
within_hour,0.9,1,50.08488530286816,14.428416676819324,Entire condo,Entire_home/apt,3,1.0,1.0,2.0,2,21,1,15,149,82,73,4.89,4.99,4.84,0,2,0,0,6.13,7.282073658093465,27,1,1,0,1,1,1,1,1,0,0,0,2,2486,13.0,Old_Town_Center,1
within_hour,0.99,1,50.07808314063147,14.432388942327886,Entire condo,Entire_home/apt,3,1.0,1.0,2.0,2,180,1,12,114,39,37,4.74,4.9,4.67,1,3,0,0,3.12,6.7912214627261855,34,1,1,1,1,1,1,1,1,0,0,1,2,416,7.0,New_Town_Vinohrady,1
within_hour,1.0,1,50.09340557408276,14.454457800807988,Entire rental unit,Entire_home/apt,4,1.0,1.0,2.0,1,365,1,13,214,45,45,5.0,4.98,5.0,1,1,0,0,3.77,7.513709247839705,55,1,1,1,1,1,1,1,1,0,0,1,1,416,14.0,Near_Center_East,1
within_hour,1.0,1,50.09350116649584,14.444729023174167,Entire serviced apartment,Entire_home/apt,4,1.0,1.0,2.0,3,365,1,22,268,78,74,4.92,4.91,4.83,1,32,0,0,6.24,7.586803535162581,36,1,1,1,1,1,1,1,1,0,1,1,1,961,9.0,Near_Center_East,1
within_hour,0.99,1,50.07459,14.4539,Entire rental unit,Entire_home/apt,2,1.0,1.0,1.0,2,365,1,2,93,73,73,4.96,4.95,4.96,1,4,0,0,6.31,6.811244378601294,29,1,1,1,1,1,1,0,0,0,0,1,2,4305,10.0,Near_Center_East,1
within_hour,0.99,1,50.0764089,14.4158355,Entire serviced apartment,Entire_home/apt,6,2.0,3.0,3.0,2,365,1,8,199,22,20,4.45,4.77,4.64,1,27,0,0,1.74,8.186742787113518,37,1,1,1,1,1,1,1,0,0,1,1,2,843,4.0,New_Town_Vinohrady,1
within_hour,0.99,1,50.0749602,14.4305104,Entire serviced apartment,Entire_home/apt,2,1.0,1.0,1.0,1,365,1,30,178,7,7,5.0,4.71,5.0,1,15,0,0,0.98,7.669028288589683,40,1,1,1,1,1,1,1,1,0,0,1,2,3744,13.0,New_Town_Vinohrady,1
within_hour,0.99,1,50.0749602,14.4305104,Entire serviced apartment,Entire_home/apt,2,1.0,1.0,1.0,1,365,1,27,174,0,0,4.83,4.87,4.78,1,15,0,0,0.0,7.891330757661889,44,1,1,1,1,1,1,1,1,0,0,1,2,3744,9999.0,New_Town_Vinohrady,0
within_hour,0.99,1,50.0749602,14.4305104,Entire serviced apartment,Entire_home/apt,1,1.0,1.0,1.0,1,365,1,9,14,0,0,4.83,4.87,4.78,1,15,0,0,0.0,7.500529485395295,42,1,1,1,1,1,1,1,1,0,0,1,2,3744,9999.0,New_Town_Vinohrady,0
within_hour,1.0,1,50.07412565976832,14.406759354424144,Entire condo,Entire_home/apt,6,1.0,2.0,3.0,2,365,1,18,315,34,32,4.76,4.56,4.71,1,36,0,0,2.68,7.661527081358517,43,1,1,1,1,1,1,1,1,0,0,1,2,622,11.0,Near_Center_West_South,1
within_hour,1.0,1,50.0834708,14.4322227,Private room in rental unit,Private_room,2,2.0,1.0,0.0,1,365,1,0,0,80,73,4.59,4.86,4.71,1,1,27,0,5.88,6.416732282512326,22,1,1,0,1,0,1,0,0,0,0,0,2,682,15.0,Old_Town_Center,1
within_hour,1.0,1,50.0834708,14.4322227,Private room in rental unit,Private_room,2,2.0,1.0,0.0,1,365,1,1,27,79,71,4.82,4.89,4.86,1,1,27,0,5.81,6.504288173536645,22,1,1,0,1,0,1,0,0,0,0,0,2,682,16.0,Old_Town_Center,1
within_hour,1.0,1,50.083970776610975,14.448551863707497,Entire rental unit,Entire_home/apt,4,1.0,1.0,2.0,2,90,1,15,283,50,50,4.8,4.88,4.76,0,1,0,0,4.19,7.0317412587631285,20,1,1,1,1,1,1,0,0,0,0,0,2,3105,70.0,Near_Center_East,1
within_hour,1.0,1,50.10134602981242,14.426102501359784,Entire rental unit,Entire_home/apt,8,2.0,2.0,4.0,1,365,1,17,103,54,49,4.87,4.85,4.81,1,17,0,0,4.07,7.388946097618437,42,1,1,1,1,1,1,1,0,0,1,1,2,2626,5.0,North_West_Districts,1
within_day,0.86,1,50.01442,14.62909,Other_Property,Entire_home/apt,4,1.0,1.0,0.0,2,1125,1,5,161,19,19,4.95,4.89,4.95,0,1,0,0,1.81,7.379008127628304,58,1,1,1,1,1,1,0,1,0,0,1,2,413,135.0,Outer_Districts,1
within_hour,0.94,1,50.080627369583,14.405157220098864,Entire rental unit,Entire_home/apt,2,1.0,1.0,1.0,1,45,1,25,25,35,35,5.0,4.97,4.94,0,1,0,0,3.0,7.106606137727303,36,1,1,1,1,1,1,1,0,0,0,0,2,413,2.0,Near_Center_West_South,1
within_hour,1.0,1,50.0757974,14.4152958,Entire rental unit,Entire_home/apt,4,1.0,1.0,2.0,2,365,1,6,190,34,34,4.91,5.0,4.94,1,13,0,0,2.89,7.519692404116539,46,1,1,1,1,1,1,1,1,0,1,0,2,2337,13.0,New_Town_Vinohrady,1
within_hour,1.0,1,50.08043,14.40537,Entire rental unit,Entire_home/apt,6,1.5,3.0,3.0,4,365,1,0,265,10,9,4.9,4.9,4.8,1,14,0,0,0.78,8.451694209183541,56,1,1,1,1,1,1,1,1,0,1,1,2,3427,79.0,Near_Center_West_South,1
within_hour,0.99,1,50.09206831560851,14.429096597696978,Entire rental unit,Entire_home/apt,2,1.0,1.0,1.0,1,365,1,21,251,1,1,5.0,5.0,5.0,1,8,0,0,0.1,7.737616282857904,11,1,1,1,0,1,0,1,0,0,0,0,1,1893,307.0,Old_Town_Center,1
within_hour,0.99,1,50.08502939113924,14.427317605798738,Entire condo,Entire_home/apt,4,1.0,1.0,4.0,1,365,1,10,221,55,55,4.85,4.93,4.78,1,7,0,0,4.65,7.933079771880415,37,1,1,1,1,1,1,1,1,0,0,1,2,1306,18.0,Old_Town_Center,1
within_hour,1.0,1,50.09138,14.43073,Entire rental unit,Entire_home/apt,4,1.0,1.0,2.0,2,30,1,18,137,57,54,4.75,4.93,4.75,1,22,0,0,4.51,7.874358824729881,16,1,1,0,1,0,1,1,0,0,0,0,1,397,6.0,Old_Town_Center,1
within_hour,1.0,1,50.08460660296495,14.431696184316388,Entire rental unit,Entire_home/apt,6,1.5,1.0,4.0,1,365,1,30,226,43,43,4.77,5.0,4.7,1,4,0,0,3.55,7.666221925662725,35,1,1,1,1,1,1,1,0,0,0,1,2,2053,28.0,Old_Town_Center,1
within_hour,1.0,1,50.0823,14.42913,Entire rental unit,Entire_home/apt,4,1.0,1.0,2.0,1,365,1,8,117,42,42,4.86,4.98,4.93,1,1,0,0,4.09,7.0967213784947605,38,1,1,1,1,1,1,1,1,1,0,1,2,597,3.0,Old_Town_Center,1
within_hours,0.27,1,50.08616,14.44678,Private room in rental unit,Private_room,4,1.0,1.0,2.0,1,4,1,0,35,10,10,4.7,4.8,4.5,0,0,1,0,0.95,6.90875477931522,62,1,1,1,1,1,1,1,1,0,0,0,3,4931,98.0,Near_Center_East,1
within_hour,0.99,1,50.07214377201954,14.397294699999996,Entire rental unit,Entire_home/apt,2,1.0,1.0,1.0,2,365,1,14,69,15,15,4.8,4.67,4.73,1,31,0,0,1.34,7.121252453244542,38,1,1,1,1,1,1,1,1,0,0,1,2,585,14.0,Near_Center_West_South,1
within_hour,0.96,1,50.12335583087778,14.45713444832364,Entire condo,Entire_home/apt,4,2.0,2.0,2.0,1,30,1,16,255,56,46,5.0,4.75,4.93,0,1,0,0,4.2,6.894670039433482,39,1,1,1,1,1,1,1,1,0,0,0,2,412,17.0,Near_Center_East,1
within_hour,1.0,1,50.07791,14.4274,Entire rental unit,Entire_home/apt,3,1.5,0.0,2.0,2,365,1,3,31,77,70,4.86,4.77,4.87,1,16,0,0,5.83,7.009408932708637,44,1,1,1,1,1,1,1,0,0,0,1,2,1334,21.0,Old_Town_Center,1
within_hour,0.99,1,50.08398,14.44568,Entire condo,Entire_home/apt,6,1.5,2.0,3.0,2,365,1,9,185,49,49,4.92,4.84,4.9,1,6,0,0,4.25,7.845416036592485,35,1,1,1,1,1,0,1,1,0,0,1,2,1316,63.0,Near_Center_East,1
within_day,0.96,1,50.09268960059507,14.43485337037714,Entire rental unit,Entire_home/apt,4,1.0,1.0,2.0,1,365,1,19,258,3,0,5.0,4.67,5.0,1,1,0,0,0.23,8.059592328887545,6,1,1,0,0,1,0,0,0,0,0,0,2,412,378.0,Old_Town_Center,1
within_hour,1.0,1,50.078328940621766,14.416850732076329,Entire rental unit,Entire_home/apt,9,2.0,4.0,5.0,2,365,1,11,288,89,78,4.72,4.83,4.79,1,43,0,0,6.78,8.350193650720067,37,1,1,1,1,1,1,1,0,0,0,0,2,3049,9.0,Old_Town_Center,1
within_hour,1.0,1,50.09109,14.43698,Entire rental unit,Entire_home/apt,2,1.0,1.0,1.0,2,365,1,0,59,15,14,4.4,4.8,4.53,0,16,0,0,1.21,7.550135342488429,23,1,1,1,1,1,1,0,0,0,1,0,2,2496,205.0,Near_Center_East,1
within_hour,1.0,1,50.10945,14.44535,Entire rental unit,Entire_home/apt,4,1.0,1.0,2.0,1,365,1,3,143,34,28,5.0,4.91,5.0,1,9,0,0,2.63,7.738488122494646,51,1,1,1,1,1,1,1,1,0,0,0,2,3542,6.0,North_West_Districts,1
within_hour,0.64,1,50.05214459776029,14.45768192410469,Entire rental unit,Entire_home/apt,2,1.0,1.0,1.0,5,365,1,0,0,4,4,5.0,5.0,5.0,0,6,0,0,0.38,7.126087273299125,30,1,1,1,1,1,1,0,1,0,0,1,2,627,77.0,Outer_Districts,1
within_hour,0.99,1,50.09027070858077,14.42891056211456,Entire rental unit,Entire_home/apt,3,1.0,1.0,2.0,1,365,1,23,253,8,8,5.0,5.0,5.0,1,8,0,0,0.77,7.877397186353287,13,1,1,1,0,1,1,1,0,0,0,0,1,1893,18.0,Old_Town_Center,1
within_hour,0.99,1,50.08987708806674,14.427754043436869,Entire rental unit,Entire_home/apt,5,1.0,2.0,3.0,1,365,1,28,257,53,53,4.98,5.0,4.91,1,8,0,0,4.36,8.177234885510194,10,1,1,1,0,1,0,1,0,0,0,0,1,1893,28.0,Old_Town_Center,1
within_hour,1.0,1,50.1057493,14.4590565,Other_Property,Entire_home/apt,2,1.0,1.0,1.0,2,365,1,9,103,70,70,5.0,4.93,4.9,0,1,0,0,6.84,8.049427057110695,57,1,1,1,1,1,1,1,1,0,0,1,2,3349,2.0,North_West_Districts,1
within_hour,0.99,1,50.0820652,14.4451605,Entire rental unit,Entire_home/apt,6,1.0,1.0,3.0,2,365,1,8,75,27,27,4.07,4.52,4.44,1,2,0,0,4.91,6.690842277418564,26,1,1,0,1,1,1,0,0,0,0,1,2,563,1.0,Near_Center_East,1
within_hour,0.99,1,50.0847454,14.4285145,Entire rental unit,Entire_home/apt,3,1.0,1.0,2.0,3,365,1,13,204,11,10,4.82,5.0,4.82,1,3,0,0,0.9,7.273092595999522,36,1,1,1,1,1,1,0,0,0,1,1,2,3070,198.0,Old_Town_Center,1
within_hour,0.97,1,50.08726,14.38462,Entire condo,Entire_home/apt,2,1.0,0.0,1.0,3,730,1,30,229,8,8,4.75,5.0,5.0,1,2,0,0,0.78,7.404887575616125,18,1,1,0,1,1,0,1,0,0,0,0,2,668,193.0,North_West_Districts,1
within_hour,1.0,1,50.08606469999999,14.4081272,Entire rental unit,Entire_home/apt,3,1.0,0.0,2.0,1,365,1,3,108,99,84,5.0,4.99,4.94,1,3,0,0,7.28,8.231376045573969,65,1,1,1,1,1,1,1,0,0,1,1,2,1971,68.0,Old_Town_Center,1
within_hour,0.99,1,50.0721367,14.3973251,Entire rental unit,Entire_home/apt,2,1.0,0.0,1.0,1,365,1,6,185,59,54,4.83,4.66,4.81,1,11,0,0,4.39,6.974478911025045,46,1,1,1,1,1,1,1,1,0,0,1,2,3602,44.0,Near_Center_West_South,1
within_hour,0.92,1,50.07824,14.46399,Entire rental unit,Entire_home/apt,2,1.0,1.0,2.0,2,365,1,5,29,4,4,5.0,5.0,5.0,0,1,0,0,2.07,7.719129840906732,6,1,1,1,0,1,0,1,0,0,1,0,2,3055,20.0,Near_Center_East,1
within_hour,0.99,1,50.0860647,14.4081272,Entire rental unit,Entire_home/apt,12,2.5,5.0,7.0,2,365,1,18,147,18,18,4.78,5.0,4.72,1,48,0,0,1.59,9.372204086867741,40,1,1,1,1,1,1,1,0,0,0,0,2,3191,8.0,Old_Town_Center,1
within_hour,1.0,1,50.0770604,14.4172355,Entire rental unit,Entire_home/apt,2,1.0,1.0,1.0,2,365,1,3,197,52,49,4.75,4.92,4.71,1,34,0,0,4.12,7.335633981927201,31,1,1,0,1,1,1,1,1,0,1,1,2,3173,21.0,New_Town_Vinohrady,1
within_hour,1.0,1,50.0770604,14.4172355,Entire rental unit,Entire_home/apt,2,1.0,1.0,1.0,2,365,1,4,182,43,42,4.56,4.84,4.67,1,34,0,0,3.47,7.303843225277705,29,1,1,0,1,0,1,1,1,0,1,1,2,3173,19.0,New_Town_Vinohrady,1
within_hours,0.93,0,50.07667989999999,14.4227697,Entire rental unit,Entire_home/apt,4,2.0,2.0,4.0,1,1125,1,0,51,30,30,4.63,4.87,4.57,0,1,0,0,2.51,8.236155661683124,30,1,1,0,1,1,1,1,1,0,0,0,1,394,71.0,New_Town_Vinohrady,1
within_hours,0.2,1,50.04975,14.45497,Private room in rental unit,Private_room,4,1.5,2.0,4.0,1,365,1,29,269,0,0,4.83,4.87,4.78,0,0,1,0,0.0,7.257707677160043,23,1,1,1,1,1,1,1,1,0,0,0,2,2594,9999.0,Outer_Districts,0
within_hours,0.0,1,50.0305742,14.5105243,Entire rental unit,Entire_home/apt,4,1.0,1.0,2.0,7,30,1,9,9,3,3,4.67,4.67,4.67,0,1,0,0,0.27,7.080867896690782,7,1,1,0,0,1,1,0,1,0,0,0,2,724,308.0,Outer_Districts,1
within_hour,1.0,1,50.090547,14.4261143,Entire rental unit,Entire_home/apt,2,1.0,1.0,1.0,2,100,1,12,61,91,89,4.8,4.95,4.79,1,1,0,0,7.34,7.3938782901077555,45,1,1,1,1,1,1,0,1,0,0,1,2,392,9.0,Old_Town_Center,1
within_hour,1.0,1,50.0815739,14.4063027,Entire rental unit,Entire_home/apt,4,1.5,1.0,3.0,1,365,1,16,332,42,39,4.98,5.0,4.95,1,8,0,0,3.32,7.633369649679584,55,1,1,1,1,1,1,1,1,1,0,1,2,4220,21.0,Old_Town_Center,1
within_hour,1.0,1,50.09137639999999,14.4307335,Entire rental unit,Entire_home/apt,4,1.0,1.0,3.0,2,30,1,28,264,36,34,4.64,4.89,4.72,1,22,0,0,2.85,7.835579246669965,26,1,1,1,1,0,1,1,0,0,0,0,1,397,7.0,Old_Town_Center,1
within_hour,1.0,1,50.07795329872037,14.42604210084464,Entire rental unit,Entire_home/apt,10,1.0,1.0,8.0,1,365,1,28,44,8,8,4.38,4.63,4.63,1,13,0,0,0.71,8.160518247477505,24,1,1,0,1,0,1,0,1,0,1,1,2,732,21.0,Old_Town_Center,1
within_hour,0.99,1,50.08461646730271,14.42865143942564,Entire rental unit,Entire_home/apt,2,1.0,1.0,1.0,1,365,1,6,146,21,19,4.76,4.95,4.62,1,55,0,0,1.63,7.2456550675945355,28,1,1,1,1,1,0,1,0,0,0,0,2,3028,62.0,Old_Town_Center,1
within_hour,0.87,1,50.10387822358732,14.488831087946892,Entire rental unit,Entire_home/apt,4,1.0,0.0,2.0,1,1125,1,16,75,12,11,4.92,4.83,4.83,0,1,0,0,0.95,7.2875606403097235,40,1,1,1,1,1,1,1,1,0,0,1,2,3887,17.0,Outer_Districts,1
within_hour,1.0,1,50.076383,14.4342659,Entire rental unit,Entire_home/apt,13,2.0,3.0,11.0,2,365,1,10,121,54,54,4.91,4.89,4.81,1,17,0,0,4.64,7.562681246721884,27,1,1,0,1,1,1,1,0,0,0,1,2,1942,20.0,New_Town_Vinohrady,1
within_hour,1.0,1,50.09138,14.43073,Entire rental unit,Entire_home/apt,2,1.0,1.0,0.0,2,30,1,22,169,40,39,4.8,4.9,4.65,1,22,0,0,3.17,7.502738210754851,24,1,1,0,1,0,1,0,0,0,0,0,1,397,7.0,Old_Town_Center,1
within_hour,1.0,1,50.09137639999999,14.4307335,Entire rental unit,Entire_home/apt,2,1.0,1.0,0.0,2,30,1,30,180,29,28,4.66,4.93,4.62,1,22,0,0,2.3,7.502738210754851,18,1,1,0,1,0,1,0,0,0,0,0,1,397,28.0,Old_Town_Center,1
within_hour,1.0,1,50.0873404,14.4052631,Entire home,Entire_home/apt,10,1.0,2.0,5.0,1,365,1,3,11,80,80,4.65,4.98,4.73,1,4,0,0,6.78,8.262300941787448,50,1,1,1,1,1,1,1,1,0,0,1,2,391,7.0,Old_Town_Center,1
within_hour,0.96,1,50.07405,14.42767,Other_Property,Private_room,1,1.0,1.0,0.0,1,365,1,24,337,0,0,4.83,4.87,4.78,1,0,3,0,0.0,7.399398083331354,18,1,0,1,1,0,1,1,1,0,0,0,2,2651,9999.0,New_Town_Vinohrady,0
within_hour,0.96,1,50.07416962393123,14.429761843503751,Other_Property,Private_room,2,1.0,1.0,2.0,1,365,1,23,333,14,14,4.71,4.64,4.29,1,0,3,0,2.13,7.4489161025442,18,1,0,1,1,0,1,1,0,0,0,0,2,2651,29.0,New_Town_Vinohrady,1
within_hour,1.0,1,50.0916803,14.4269078,Entire rental unit,Entire_home/apt,3,1.0,1.0,2.0,2,365,1,3,112,42,40,4.57,4.81,4.55,1,4,8,0,3.31,7.084226422097916,20,1,1,1,1,1,1,0,0,0,0,0,2,4490,76.0,Old_Town_Center,1
within_hour,0.99,1,50.085016677713405,14.451883345608875,Private room in rental unit,Private_room,2,1.0,1.0,1.0,1,365,1,25,38,44,41,4.27,4.61,4.34,1,5,11,0,3.49,6.4425401664681985,48,1,1,1,1,1,1,0,1,0,0,1,2,2767,28.0,Near_Center_East,1
Unknown,1.0,1,50.066756336041486,14.420307860493237,Entire rental unit,Entire_home/apt,6,2.0,3.0,3.0,2,365,1,23,194,20,20,4.8,4.75,4.8,1,6,0,0,1.74,8.133587417660966,52,1,1,1,1,1,1,1,1,0,1,1,1,733,22.0,New_Town_Vinohrady,1
