host_acceptance_rate,host_identity_verified,latitude,longitude,accommodates,bathrooms,bedrooms,beds,minimum_nights,maximum_nights,availability_30,availability_365,number_of_reviews,number_of_reviews_ltm,review_scores_rating,review_scores_location,review_scores_value,instant_bookable,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month,num_amenities,amenity_wifi,amenity_kitchen,amenity_air_conditioning,amenity_heating,amenity_washer,amenity_dryer,amenity_tv,amenity_parking,amenity_pool,amenity_pets_allowed,amenity_long_term_stays_allowed,num_host_verifications,host_duration_days,days_since_last_review,has_reviews,calculated_host_listings_count_shared_rooms_log,bathrooms_log,calculated_host_listings_count_private_rooms_log,host_acceptance_rate_log,beds_log,days_since_last_review_log,number_of_reviews_log,bedrooms_log,reviews_per_month_log,accommodates_log,calculated_host_listings_count_entire_homes_log,number_of_reviews_ltm_log,host_response_time_Unknown,host_response_time_days_or_more,host_response_time_within_day,host_response_time_within_hour,host_response_time_within_hours,room_type_Entire_home/apt,room_type_Hotel_room,room_type_Private_room,room_type_Shared_room,neighbourhood_group_Near_Center_East,neighbourhood_group_Near_Center_West_South,neighbourhood_group_New_Town_Vinohrady,neighbourhood_group_North_West_Districts,neighbourhood_group_Old_Town_Center,neighbourhood_group_Outer_Districts,property_type_freq,log_price
1.0,1,50.08478058572138,14.440292690019914,3,1.0,0.0,1.0,1,365,9,204,7,7,4.86,5.0,4.86,1,31,0,0,1.98,40,1,1,1,1,1,1,0,1,0,1,1,1,333,6.0,1,0.0,0.6931471805599453,0.0,0.6931471805599453,0.6931471805599453,1.9459101490553132,2.0794415416798357,0.0,1.091923300517313,1.3862943611198906,3.4657359027997265,2.0794415416798357,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0.609375,6.35088571671474
1.0,1,50.0864,14.44192,4,1.0,1.0,2.0,1,365,26,276,2,2,5.0,5.0,5.0,1,31,0,0,0.61,40,1,1,1,1,1,1,0,1,0,1,1,1,333,90.0,1,0.0,0.6931471805599453,0.0,0.6931471805599453,1.0986122886681098,4.51085950651685,1.0986122886681098,0.6931471805599453,0.4762341789963716,1.6094379124341003,3.4657359027997265,1.0986122886681098,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0.609375,7.002155954403621
0.97,1,50.07064724655523,14.413955346995394,8,1.5,3.0,6.0,1,365,16,142,18,18,5.0,4.89,5.0,0,54,0,0,4.78,52,1,1,1,1,1,1,1,1,0,1,1,2,2911,17.0,1,0.0,0.9162907318741551,0.0,0.6780335427498971,1.9459101490553132,2.8903717578961645,2.9444389791664403,1.3862943611198906,1.7544036826842861,2.1972245773362196,4.007333185232471,2.9444389791664403,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0.609375,7.30854279753919
0.63,1,50.08176,14.44411,3,1.0,1.0,2.0,3,8,30,74,3,3,5.0,5.0,5.0,0,1,0,0,0.91,5,0,1,1,0,1,0,0,0,0,0,0,2,3858,72.0,1,0.0,0.6931471805599453,0.0,0.48858001481867097,1.0986122886681098,4.290459441148391,1.3862943611198906,0.6931471805599453,0.6471032420585385,1.3862943611198906,0.6931471805599453,1.3862943611198906,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0.609375,7.885329239273191
1.0,1,50.08969529407726,14.426392251263932,2,1.0,1.0,1.0,1,365,10,335,6,6,4.67,4.83,4.67,1,37,12,0,1.98,11,1,1,1,1,1,1,0,0,0,0,0,2,3419,47.0,1,0.0,0.6931471805599453,2.5649493574615367,0.6931471805599453,0.6931471805599453,3.871201010907891,1.9459101490553132,0.6931471805599453,1.091923300517313,1.0986122886681098,3.6375861597263857,1.9459101490553132,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0.609375,7.244941546337007
0.97,1,50.10662,14.46468,4,1.0,1.0,2.0,1,365,28,326,6,6,4.83,5.0,4.5,0,2,0,0,1.8,47,1,1,1,1,1,1,0,1,0,0,1,1,131,28.0,1,0.0,0.6931471805599453,0.0,0.6780335427498971,1.0986122886681098,3.367295829986474,1.9459101490553132,0.6931471805599453,1.0296194171811583,1.6094379124341003,1.0986122886681098,1.9459101490553132,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0.609375,7.9658927350845286
0.99,1,50.0788648,14.4193022,4,1.5,1.0,2.0,2,365,30,183,1,1,5.0,5.0,4.0,1,48,0,0,0.24,36,1,1,1,1,1,1,1,0,0,0,0,2,3191,125.0,1,0.0,0.9162907318741551,0.0,0.688134638736401,1.0986122886681098,4.836281906951478,0.6931471805599453,0.6931471805599453,0.2151113796169455,1.6094379124341003,3.8918202981106265,0.6931471805599453,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0.609375,8.068716192714781
1.0,1,50.08546699999999,14.441349,5,1.0,1.0,2.0,1,365,20,214,8,8,5.0,4.88,5.0,1,31,0,0,1.9,39,1,1,1,1,1,1,0,1,0,1,1,1,333,25.0,1,0.0,0.6931471805599453,0.0,0.6931471805599453,1.0986122886681098,3.258096538021482,2.1972245773362196,0.6931471805599453,1.0647107369924282,1.791759469228055,3.4657359027997265,2.1972245773362196,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0.609375,6.408528791059498
1.0,1,50.0923013,14.4444657,4,1.0,1.0,2.0,3,365,20,281,8,8,4.5,4.75,4.38,1,74,0,0,2.82,36,1,1,1,1,0,1,1,1,0,1,1,2,1109,6.0,1,0.0,0.6931471805599453,0.0,0.6931471805599453,1.0986122886681098,1.9459101490553132,2.1972245773362196,0.6931471805599453,1.3402504226184837,1.6094379124341003,4.31748811353631,2.1972245773362196,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0.08405565693430657,7.241366283322318
1.0,1,50.0793602,14.414276,4,1.5,2.0,2.0,3,365,6,178,17,17,5.0,4.94,4.94,1,61,0,0,4.51,34,1,1,0,1,1,1,0,1,0,0,0,3,3548,15.0,1,0.0,0.9162907318741551,0.0,0.6931471805599453,1.0986122886681098,2.772588722239781,2.8903717578961645,1.0986122886681098,1.706564623164823,1.6094379124341003,4.127134385045092,2.8903717578961645,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0.609375,7.587310506022615
1.0,1,50.076751,14.4293246,2,1.0,1.0,1.0,5,90,28,162,3,3,4.0,5.0,4.67,1,79,6,0,2.14,33,1,1,1,1,1,1,1,1,0,0,1,2,4683,20.0,1,0.0,0.6931471805599453,1.9459101490553132,0.6931471805599453,0.6931471805599453,3.044522437723423,1.3862943611198906,0.6931471805599453,1.144222799920162,1.0986122886681098,4.382026634673881,1.3862943611198906,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0.06843065693430657,6.498282149476434
1.0,1,50.08455007363082,14.432101440994266,6,1.0,2.0,3.0,2,365,8,138,20,20,5.0,5.0,4.95,1,13,0,0,6.06,41,1,1,1,1,1,1,1,0,0,1,1,2,2337,7.0,1,0.0,0.6931471805599453,0.0,0.6931471805599453,1.3862943611198906,2.0794415416798357,3.044522437723423,1.0986122886681098,1.9544450515051506,1.9459101490553132,2.6390573296152584,3.044522437723423,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0.609375,7.584773077612199
1.0,1,50.07931,14.414,9,2.5,2.0,5.0,2,365,14,83,11,11,5.0,5.0,4.82,1,11,0,0,3.33,39,1,1,1,1,1,1,1,0,0,0,1,2,2198,14.0,1,0.0,1.252762968495368,0.0,0.6931471805599453,1.791759469228055,2.70805020110221,2.4849066497880004,1.0986122886681098,1.4655675420143985,2.302585092994046,2.4849066497880004,2.4849066497880004,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0.10378649635036497,7.8961806086154915
1.0,0,50.07926819999999,14.4224036,10,1.5,1.0,7.0,2,365,23,156,1,1,5.0,5.0,5.0,1,5,0,0,0.3,45,1,1,1,1,1,1,1,1,0,0,1,1,121,98.0,1,0.0,0.9162907318741551,0.0,0.6931471805599453,2.0794415416798357,4.59511985013459,0.6931471805599453,0.6931471805599453,0.26236426446749106,2.3978952727983707,1.791759469228055,0.6931471805599453,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0.10378649635036497,7.992268643270745
1.0,1,50.08341,14.44856,2,1.0,1.0,1.0,1,365,25,25,11,11,3.91,4.36,3.82,1,7,13,0,2.84,23,1,0,1,0,0,1,0,1,0,0,1,1,572,41.0,1,0.0,0.6931471805599453,2.6390573296152584,0.6931471805599453,0.6931471805599453,3.7376696182833684,2.4849066497880004,0.6931471805599453,1.3454723665996355,1.0986122886681098,2.0794415416798357,2.4849066497880004,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0.02166970802919708,6.579251212010101
1.0,1,50.090881333647886,14.452637342327868,2,1.0,1.0,1.0,1,365,16,329,0,0,4.83,4.87,4.78,0,1,0,0,0.0,7,1,1,1,0,0,0,0,0,0,1,0,2,4872,9999.0,0,0.0,0.6931471805599453,0.0,0.6931471805599453,0.6931471805599453,9.210340371976184,0.0,0.6931471805599453,0.0,1.0986122886681098,0.6931471805599453,0.0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0.01322992700729927,7.784057002639929
0.8,1,50.08442836320208,14.378045462071896,5,1.0,2.0,2.0,2,120,30,242,0,0,4.83,4.87,4.78,0,1,0,0,0.0,44,1,1,1,1,1,1,1,1,0,0,1,2,4206,9999.0,0,0.0,0.6931471805599453,0.0,0.5877866649021191,1.0986122886681098,9.210340371976184,0.0,1.0986122886681098,0.0,1.791759469228055,0.6931471805599453,0.0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0.609375,7.901377353792616
0.98,1,50.02338656814311,14.403523140604928,4,1.0,1.0,2.0,2,400,5,211,18,18,5.0,4.89,5.0,0,2,0,0,5.09,51,1,1,1,1,1,1,1,1,0,1,1,2,3884,15.0,1,0.0,0.6931471805599453,0.0,0.6830968447064438,1.0986122886681098,2.772588722239781,2.9444389791664403,0.6931471805599453,1.8066480817218056,1.6094379124341003,1.0986122886681098,2.9444389791664403,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0.10378649635036497,7.643482907077201
0.71,1,50.0501856,14.6285204,8,3.0,4.0,8.0,3,365,4,147,1,1,5.0,5.0,5.0,0,1,0,0,0.41,15,1,1,1,0,1,0,1,1,0,0,0,2,982,73.0,1,0.0,1.3862943611198906,0.0,0.5364933705145685,2.1972245773362196,4.30406509320417,0.6931471805599453,1.6094379124341003,0.3435897043900769,2.1972245773362196,0.6931471805599453,0.6931471805599453,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0.01322992700729927,8.544029845369797
0.97,1,50.0806297,14.4308984,4,1.0,1.0,2.0,3,365,10,74,16,16,4.94,5.0,4.94,1,1,0,0,4.66,30,1,1,0,1,1,1,1,0,0,0,0,2,119,30.0,1,0.0,0.6931471805599453,0.0,0.6780335427498971,1.0986122886681098,3.4339872044851463,2.833213344056216,0.6931471805599453,1.7334238922150915,1.6094379124341003,0.6931471805599453,2.833213344056216,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0.609375,6.937314081223682
1.0,1,50.0853695,14.4491205,6,2.0,2.0,3.0,1,90,4,104,12,12,5.0,4.92,4.92,1,3,0,0,3.16,42,1,1,1,1,1,1,1,1,0,1,1,2,198,14.0,1,0.0,1.0986122886681098,0.0,0.6931471805599453,1.3862943611198906,2.70805020110221,2.5649493574615367,1.0986122886681098,1.425515074273172,1.9459101490553132,1.3862943611198906,2.5649493574615367,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0.609375,7.694392802629421
0.92,1,50.041836,14.4989845,3,1.0,1.0,2.0,2,365,29,351,4,4,4.75,4.25,4.75,0,1,0,0,1.22,40,1,1,0,1,1,1,1,1,0,0,1,2,3076,73.0,1,0.0,0.6931471805599453,0.0,0.6523251860396903,1.0986122886681098,4.30406509320417,1.6094379124341003,0.6931471805599453,0.7975071958841881,1.3862943611198906,0.6931471805599453,1.6094379124341003,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0.609375,7.124478262493424
0.83,1,50.06771094045033,14.406729340553284,3,1.0,1.0,1.0,1,365,19,42,4,4,5.0,5.0,5.0,1,1,0,0,1.21,52,1,1,1,1,1,1,1,1,0,1,1,2,118,71.0,1,0.0,0.6931471805599453,0.0,0.6043159668533296,0.6931471805599453,4.276666119016055,1.6094379124341003,0.6931471805599453,0.7929925155296614,1.3862943611198906,0.6931471805599453,1.6094379124341003,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0.609375,7.477604243197589
1.0,1,50.0684092,14.3885427,6,2.0,3.0,3.0,1,365,20,302,11,11,4.64,4.55,4.36,1,5,0,0,3.33,35,1,1,0,1,0,1,1,1,0,1,0,2,1476,7.0,1,0.0,1.0986122886681098,0.0,0.6931471805599453,1.3862943611198906,2.0794415416798357,2.4849066497880004,1.3862943611198906,1.4655675420143985,1.9459101490553132,1.791759469228055,2.4849066497880004,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0.609375,7.9865049385539955
1.0,1,50.085452804602696,14.441236065081805,4,1.0,1.0,2.0,2,365,16,136,10,10,5.0,5.0,4.8,1,35,0,0,2.83,39,1,1,1,1,1,1,1,0,0,0,0,2,2906,7.0,1,0.0,0.6931471805599453,0.0,0.6931471805599453,1.0986122886681098,2.0794415416798357,2.3978952727983707,0.6931471805599453,1.3428648031925547,1.6094379124341003,3.58351893845611,2.3978952727983707,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0.609375,7.31986492980897
1.0,1,50.085452804602696,14.4413433534424,4,1.0,1.0,2.0,2,365,10,132,9,9,5.0,4.89,5.0,1,35,0,0,2.39,37,1,1,1,1,1,1,1,0,0,0,0,2,2906,9.0,1,0.0,0.6931471805599453,0.0,0.6931471805599453,1.0986122886681098,2.302585092994046,2.302585092994046,0.6931471805599453,1.220829921392359,1.6094379124341003,3.58351893845611,2.302585092994046,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0.609375,7.158513997329321
1.0,1,50.08786010000001,14.3243133,5,1.0,2.0,2.0,6,365,0,223,8,8,5.0,4.5,4.88,1,4,0,0,2.35,40,1,1,1,1,1,1,1,1,0,0,0,2,3211,27.0,1,0.0,0.6931471805599453,0.0,0.6931471805599453,1.0986122886681098,3.332204510175204,2.1972245773362196,1.0986122886681098,1.208960345836975,1.791759469228055,1.6094379124341003,2.1972245773362196,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0.609375,7.436617265234227
1.0,1,50.082148734838746,14.446621350080896,2,1.0,1.0,1.0,1,365,13,13,9,9,4.44,4.33,4.78,1,7,13,0,2.84,23,1,0,1,0,0,1,0,1,0,0,1,1,572,36.0,1,0.0,0.6931471805599453,2.6390573296152584,0.6931471805599453,0.6931471805599453,3.6109179126442243,2.302585092994046,0.6931471805599453,1.3454723665996355,1.0986122886681098,2.0794415416798357,2.302585092994046,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0.02166970802919708,6.447305862541213
1.0,1,50.08518,14.44092,2,1.0,1.0,1.0,1,365,27,27,8,8,4.25,4.88,4.25,1,7,13,0,3.16,31,1,1,1,1,0,1,0,1,0,0,1,1,572,16.0,1,0.0,0.6931471805599453,2.6390573296152584,0.6931471805599453,0.6931471805599453,2.833213344056216,2.1972245773362196,0.6931471805599453,1.425515074273172,1.0986122886681098,2.0794415416798357,2.1972245773362196,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0.06843065693430657,6.516193076042964
1.0,1,50.08526,14.44095,2,1.0,1.0,1.0,1,365,23,23,7,7,4.0,4.14,4.0,1,7,13,0,2.08,30,1,1,0,1,0,1,0,1,0,0,1,1,572,16.0,1,0.0,0.6931471805599453,2.6390573296152584,0.6931471805599453,0.6931471805599453,2.833213344056216,2.0794415416798357,0.6931471805599453,1.1249295969854831,1.0986122886681098,2.0794415416798357,2.0794415416798357,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0.06843065693430657,6.456769655572163
0.99,1,50.08607749999999,14.4081049,8,2.5,3.0,5.0,2,365,22,159,2,2,3.5,4.5,4.0,1,48,0,0,0.64,40,1,1,1,1,1,1,1,1,0,0,0,2,3191,80.0,1,0.0,1.252762968495368,0.0,0.688134638736401,1.791759469228055,4.394449154672439,1.0986122886681098,1.3862943611198906,0.49469624183610705,2.1972245773362196,3.8918202981106265,1.0986122886681098,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0.609375,8.885717651712119
0.96,0,50.07991,14.40537,6,1.5,4.0,5.0,1,365,6,241,20,20,4.95,4.9,4.95,0,13,0,0,5.61,46,1,1,1,1,1,1,1,1,0,1,1,2,2018,11.0,1,0.0,0.9162907318741551,0.0,0.6729444732424258,1.791759469228055,2.4849066497880004,3.044522437723423,1.6094379124341003,1.888583653863595,1.9459101490553132,2.6390573296152584,3.044522437723423,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0.609375,7.404279118037268
1.0,1,50.091430001274034,14.425751120496985,4,1.0,1.0,2.0,30,365,30,90,0,0,4.83,4.87,4.78,1,7,33,0,0.0,28,1,1,1,1,1,0,1,0,0,0,1,2,2680,9999.0,0,0.0,0.6931471805599453,3.5263605246161616,0.6931471805599453,1.0986122886681098,9.210340371976184,0.0,0.6931471805599453,0.0,1.6094379124341003,2.0794415416798357,0.0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0.609375,7.1252830915107115
0.75,1,50.03043,14.3701,2,1.0,1.0,2.0,3,365,30,365,1,1,5.0,4.0,5.0,0,1,2,0,0.42,20,1,1,0,1,1,0,0,0,0,0,0,2,110,71.0,1,0.0,0.6931471805599453,1.0986122886681098,0.5596157879354227,1.0986122886681098,4.276666119016055,0.6931471805599453,0.6931471805599453,0.35065687161316933,1.0986122886681098,0.6931471805599453,0.6931471805599453,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0.012773722627737226,6.665683717782408
0.75,1,50.03444866726264,14.37495604512206,2,1.0,1.0,2.0,3,365,30,352,3,3,3.33,4.67,3.0,0,1,2,0,1.23,14,1,1,0,1,1,0,0,0,0,0,0,2,110,27.0,1,0.0,0.6931471805599453,1.0986122886681098,0.5596157879354227,1.0986122886681098,3.332204510175204,1.3862943611198906,0.6931471805599453,0.8020015854720274,1.0986122886681098,0.6931471805599453,1.3862943611198906,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0.609375,6.90875477931522
0.85,1,50.08137022613853,14.420738269044994,1,1.0,1.0,1.0,1,365,28,354,1,1,5.0,5.0,5.0,0,0,4,6,0.37,13,1,0,0,1,0,1,0,0,0,0,0,2,4052,80.0,1,1.9459101490553132,0.6931471805599453,1.6094379124341003,0.6151856390902335,0.6931471805599453,4.394449154672439,0.6931471805599453,0.6931471805599453,0.31481073984003355,0.6931471805599453,0.0,0.6931471805599453,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0.04927007299270073,6.373319789577012
0.4,1,50.13541,14.47283,2,1.0,1.0,1.0,3,25,13,35,1,1,5.0,5.0,5.0,0,1,0,0,0.31,7,1,1,0,1,1,0,0,0,0,0,0,2,1027,96.0,1,0.0,0.6931471805599453,0.0,0.33647223662121295,0.6931471805599453,4.574710978503383,0.6931471805599453,0.6931471805599453,0.27002713721306015,1.0986122886681098,0.6931471805599453,0.6931471805599453,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.609375,7.850103545175582
1.0,1,50.1036934111537,14.488850215344238,4,1.0,1.0,1.0,1,1125,21,271,2,2,5.0,5.0,5.0,0,1,0,0,0.79,42,1,1,1,1,1,0,1,1,0,0,0,2,118,28.0,1,0.0,0.6931471805599453,0.0,0.6931471805599453,0.6931471805599453,3.367295829986474,1.0986122886681098,0.6931471805599453,0.5822156198526637,1.6094379124341003,0.6931471805599453,1.0986122886681098,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0.609375,7.738052297689316
0.79,0,50.073276932254274,14.398037142545562,2,1.0,1.0,2.0,3,365,27,71,6,6,5.0,4.5,5.0,0,1,0,0,1.64,36,1,1,0,1,1,1,1,1,0,0,0,2,2690,19.0,1,0.0,0.6931471805599453,0.0,0.5822156198526637,1.0986122886681098,2.995732273553991,1.9459101490553132,0.6931471805599453,0.9707789171582247,1.0986122886681098,0.6931471805599453,1.9459101490553132,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0.609375,7.4413203897176174
1.0,1,50.08548034098473,14.44127898042604,2,1.0,0.0,1.0,2,365,18,118,7,7,5.0,4.71,4.57,1,35,0,0,1.94,32,1,1,1,1,1,1,1,0,0,0,0,2,2906,73.0,1,0.0,0.6931471805599453,0.0,0.6931471805599453,0.6931471805599453,4.30406509320417,2.0794415416798357,0.0,1.0784095813505903,1.0986122886681098,3.58351893845611,2.0794415416798357,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0.609375,7.129297548929373
1.0,1,50.0854115,14.4409142,2,1.0,0.0,1.0,2,365,11,138,6,6,5.0,4.83,4.83,1,35,0,0,2.05,32,1,1,1,1,1,1,1,1,0,0,0,2,2906,11.0,1,0.0,0.6931471805599453,0.0,0.6931471805599453,0.6931471805599453,2.4849066497880004,1.9459101490553132,0.0,1.1151415906193203,1.0986122886681098,3.58351893845611,1.9459101490553132,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0.609375,7.180069874302796
1.0,1,50.08543903640574,14.441236065081805,4,1.0,1.0,2.0,2,365,19,151,10,10,4.9,4.7,5.0,1,35,0,0,2.65,33,1,1,1,1,1,1,1,0,0,0,0,2,2906,3.0,1,0.0,0.6931471805599453,0.0,0.6931471805599453,1.0986122886681098,1.3862943611198906,2.3978952727983707,0.6931471805599453,1.2947271675944,1.6094379124341003,3.58351893845611,2.3978952727983707,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0.609375,7.156176637480615
0.85,1,50.08032961779261,14.420699582258198,1,1.0,1.0,1.0,1,365,30,361,1,1,4.0,3.0,3.0,0,0,4,6,0.29,13,1,0,0,1,0,1,0,0,0,0,0,2,4052,104.0,1,1.9459101490553132,0.6931471805599453,1.6094379124341003,0.6151856390902335,0.6931471805599453,4.653960350157523,0.6931471805599453,0.6931471805599453,0.25464221837358075,0.6931471805599453,0.0,0.6931471805599453,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0.04927007299270073,6.373319789577012
0.85,1,50.08161,14.42074,1,1.0,1.0,1.0,1,365,30,363,0,0,4.83,4.87,4.78,0,0,4,6,0.0,13,1,0,0,1,0,1,0,0,0,0,0,2,4052,9999.0,0,1.9459101490553132,0.6931471805599453,1.6094379124341003,0.6151856390902335,0.6931471805599453,9.210340371976184,0.0,0.6931471805599453,0.0,0.6931471805599453,0.0,0.0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0.04927007299270073,6.373319789577012
0.85,1,50.07978532541691,14.418575810834296,1,1.0,1.0,5.0,1,365,30,363,0,0,4.83,4.87,4.78,0,0,4,6,0.0,15,1,0,0,1,0,1,0,0,0,0,0,2,4052,9999.0,0,1.9459101490553132,0.6931471805599453,1.6094379124341003,0.6151856390902335,1.791759469228055,9.210340371976184,0.0,0.6931471805599453,0.0,0.6931471805599453,0.0,0.0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0.04927007299270073,6.373319789577012
0.99,1,50.09095,14.43614,2,1.0,1.0,1.0,1,31,23,80,7,7,4.86,4.86,4.86,1,74,0,0,2.0,31,1,1,1,1,1,1,1,0,0,0,1,3,4385,16.0,1,0.0,0.6931471805599453,0.0,0.688134638736401,0.6931471805599453,2.833213344056216,2.0794415416798357,0.6931471805599453,1.0986122886681098,1.0986122886681098,4.31748811353631,2.0794415416798357,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0.609375,7.1929342212158
1.0,1,50.10490659068005,14.433002551643147,4,1.0,1.0,2.0,1,365,17,186,4,4,5.0,5.0,5.0,1,62,0,0,1.33,41,1,1,1,1,1,1,1,0,0,0,1,2,4548,7.0,1,0.0,0.6931471805599453,0.0,0.6931471805599453,1.0986122886681098,2.0794415416798357,1.6094379124341003,0.6931471805599453,0.8458682675776092,1.6094379124341003,4.143134726391533,1.6094379124341003,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0.08405565693430657,7.288927694521257
0.99,1,50.0806297,14.4308984,2,1.0,1.0,1.0,2,365,0,58,10,10,5.0,5.0,4.8,1,56,0,0,3.06,29,1,1,1,1,1,1,0,0,0,0,0,2,2204,20.0,1,0.0,0.6931471805599453,0.0,0.688134638736401,0.6931471805599453,3.044522437723423,2.3978952727983707,0.6931471805599453,1.4011829736136412,1.0986122886681098,4.04305126783455,2.3978952727983707,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0.609375,7.074116816197362
0.99,1,50.0806297,14.4308984,2,1.0,1.0,1.0,2,365,13,69,5,5,5.0,5.0,4.8,1,56,0,0,1.52,29,1,1,1,1,1,1,0,0,0,0,0,2,2204,36.0,1,0.0,0.6931471805599453,0.0,0.688134638736401,0.6931471805599453,3.6109179126442243,1.791759469228055,0.6931471805599453,0.9242589015233319,1.0986122886681098,4.04305126783455,1.791759469228055,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0.609375,7.047517221357296
1.0,1,50.08351870657738,14.422427550262473,6,2.0,2.0,2.0,1,365,16,323,1,1,5.0,5.0,5.0,0,22,3,0,0.58,11,1,1,0,0,1,0,1,0,0,1,0,3,4594,51.0,1,0.0,1.0986122886681098,1.3862943611198906,0.6931471805599453,1.0986122886681098,3.9512437185814275,0.6931471805599453,1.0986122886681098,0.4574248470388754,1.9459101490553132,3.1354942159291497,0.6931471805599453,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0.08405565693430657,8.21878715560148
0.97,1,50.10186658734934,14.435370640946555,2,1.0,1.0,1.0,1,365,9,9,6,6,4.17,4.67,4.67,1,0,10,0,1.76,3,1,1,0,0,0,0,0,0,0,0,0,2,3557,25.0,1,0.0,0.6931471805599453,2.3978952727983707,0.6780335427498971,0.6931471805599453,3.258096538021482,1.9459101490553132,0.6931471805599453,1.0152306797290587,1.0986122886681098,0.0,1.9459101490553132,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0.06843065693430657,5.971261839790462
0.99,1,50.08420356794437,14.4314583366799,2,1.5,1.0,1.0,1,365,9,18,23,23,4.91,4.87,5.0,0,0,5,0,5.95,26,1,1,1,1,1,1,0,0,0,0,0,1,117,16.0,1,0.0,0.9162907318741551,1.791759469228055,0.688134638736401,0.6931471805599453,2.833213344056216,3.1780538303479458,0.6931471805599453,1.9387416595767009,1.0986122886681098,0.0,3.1780538303479458,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0.06843065693430657,6.612041034833092
1.0,1,50.088473621089896,14.42691633289089,14,4.5,6.0,8.0,1,365,5,252,23,23,5.0,4.96,4.96,1,43,0,0,6.22,50,1,1,1,1,1,1,1,0,1,0,0,2,3049,7.0,1,0.0,1.7047480922384253,0.0,0.6931471805599453,2.1972245773362196,2.0794415416798357,3.1780538303479458,1.9459101490553132,1.9768549529047348,2.70805020110221,3.784189633918261,3.1780538303479458,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0.609375,9.894799924138562
1.0,1,50.0884430520588,14.425401370887954,12,3.5,4.0,6.0,2,365,1,235,17,17,5.0,5.0,5.0,1,43,0,0,4.59,46,1,1,1,1,1,1,1,0,1,0,0,2,3049,13.0,1,0.0,1.5040773967762742,0.0,0.6931471805599453,1.9459101490553132,2.6390573296152584,2.8903717578961645,1.6094379124341003,1.7209792871670078,2.5649493574615367,3.784189633918261,2.8903717578961645,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0.609375,8.854807632616227
