id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
33214371,Rental unit in Hlavní město Praha · ★4.84 · 1 bedroom · 3 beds · 1 bath,247585169,Garden Aparthotel,,Praha 2,50.07977,14.43706,Entire home/apt,1642,2,58,2023-06-16,1.12,6,3,29,
33215573,Rental unit in Hlavní město Praha · ★4.89 · 2 bedrooms · 4 beds · 1 bath,247585169,Garden Aparthotel,,Praha 2,50.07787,14.43748,Entire home/apt,2257,2,121,2023-06-19,2.34,6,23,33,
33224905,Rental unit in Praha 8 · ★4.86 · Studio · 1 bed · 1 bath,83694159,Robert & Jane,,Praha 8,50.10906,14.47583,Entire home/apt,757,3,44,2022-11-29,0.86,1,0,8,
33234603,Rental unit in Hlavní město Praha · ★4.64 · 1 bedroom · 2 beds · 1 bath,39930262,Kateřina,,Praha 1,50.09162,14.41881,Entire home/apt,2129,2,14,2023-01-06,0.29,16,0,7,
33235082,Rental unit in Hlavní město Praha · ★4.99 · 3 bedrooms · 2 beds · 1 bath,99634424,Thuy Nga,,Praha 2,50.07363,14.43236,Entire home/apt,3900,2,74,2023-06-04,1.44,1,84,3,
33236613,Rental unit in Hlavní město Praha · ★4.72 · 2 bedrooms · 2 beds · 1.5 baths,1096432,Richard,,Praha 1,50.0858,14.41797,Entire home/apt,5214,3,72,2023-05-07,1.40,3,5,10,
33248377,Rental unit in Praha 8 · ★4.96 · 1 bedroom · 2 beds · 1 bath,250343613,Hedvika,,Praha 8,50.09344,14.45211,Entire home/apt,1050,1,76,2020-03-13,1.49,1,0,0,
33249597,Condo in Praha 1 · ★4.85 · 2 bedrooms · 2 beds · 1 bath,423259,Zsofia,,Praha 1,50.0837,14.43294,Entire home/apt,4025,3,48,2023-06-03,0.94,15,172,15,
33265050,Rental unit in Praha 10 · ★New · Studio · 2 beds · 1 private bath,250245849,Katerina,,Praha 10,50.07299,14.45947,Private room,800,5,0,,,1,68,0,
33293753,Rental unit in Praha · ★4.74 · 1 bedroom · 1 bath,22672445,Adam,,Praha 5,50.07284,14.40422,Entire home/apt,1779,2,43,2023-06-15,0.84,6,160,2,
33294215,Rental unit in Praha · ★4.67 · 1 bedroom · 1 bath,22672445,Adam,,Praha 5,50.07186,14.40552,Entire home/apt,1779,2,49,2023-06-19,0.96,6,269,4,
33300513,Condo in Hlavní město Praha · ★4.90 · 2 bedrooms · 3 beds · 1 bath,68022670,Hana,,Praha 3,50.07977,14.45351,Entire home/apt,2386,4,71,2023-06-19,1.41,3,293,12,
33311623,Rental unit in Hlavní město Praha · ★4.96 · 1 bedroom · 1 bed · 1.5 baths,250913951,Lenka,,Praha 1,50.079,14.42342,Entire home/apt,3384,2,57,2023-06-12,1.11,1,160,11,
33327053,Rental unit in Praha 7 · Studio · 1 bed · 1 bath,45059877,Pavla,,Praha 7,50.10196,14.42561,Entire home/apt,1064,2,1,2019-06-05,0.02,1,0,0,
33379667,Rental unit in Hlavní město Praha · 1 bedroom · 8 beds · 0 shared baths,249437558,Isa,,Praha 2,50.07254,14.43877,Shared room,9765,1,2,2019-08-31,0.04,1,0,0,
33392205,Rental unit in Praha 9 · ★4.90 · 1 bedroom · 3 beds · 1 bath,65703772,Milan,,Praha 9,50.10617,14.48173,Entire home/apt,1486,3,84,2023-06-21,1.65,3,305,34,
33421382,Rental unit in Hlavní město Praha · ★4.91 · 1 bedroom · 2 beds · 1 bath,34362547,Daniela & Michal,,Praha 1,50.08226,14.43138,Entire home/apt,2290,2,124,2023-06-07,2.44,3,332,53,
33438187,Rental unit in Hlavní město Praha · ★4.69 · 2 bedrooms · 3 beds · 1 bath,227945,Alex And Kate,,Praha 2,50.07089,14.41462,Entire home/apt,1612,2,179,2023-06-21,3.50,93,16,68,
33447274,Rental unit in Hlavní město Praha · ★4.82 · 2 bedrooms · 3 beds · 1 bath,227945,Alex And Kate,,Praha 1,50.08629,14.40604,Entire home/apt,1987,2,140,2023-06-11,2.77,93,24,57,
33466888,Rental unit in Hlavní město Praha · ★5.0 · 1 bedroom · 2 beds · 1 bath,4125679,Lucy,,Praha 3,50.07593,14.45269,Entire home/apt,1960,6,6,2023-03-01,0.12,1,12,1,
33476779,Rental unit in Praha 3 · ★5.0 · 1 bedroom · 1 bed · 1 private bath,6906461,Timo,,Praha 3,50.08733,14.46222,Private room,2366,2,24,2023-06-10,0.47,2,0,9,
33489069,Rental unit in Hlavní město Praha · ★4.76 · 1 bedroom · 1 bed · 1 bath,252349811,Saša,,Praha 1,50.08999,14.42177,Entire home/apt,2557,2,171,2023-06-21,3.35,1,119,62,
33505789,Rental unit in Hlavní město Praha · ★4.66 · 1 bedroom · 4 beds · 1 bath,242015882,Felix A Světlana,,Praha 1,50.08696,14.39906,Entire home/apt,3392,1,32,2023-02-17,0.67,15,154,13,
33511498,Rental unit in Praha 8 · 1 bedroom · 1 bed · 1 shared bath,137826718,Pradeep,,Praha 8,50.12508,14.45365,Private room,2000,1,1,2020-01-02,0.02,1,114,0,
33512063,Rental unit in Hlavní město Praha · ★4.60 · 1 bedroom · 2 beds · 1.5 baths,242015882,Felix A Světlana,,Praha 1,50.08669,14.3994,Entire home/apt,3497,1,15,2022-12-30,0.31,15,159,1,
33513344,Rental unit in Praha 7 · ★4.26 · 2 bedrooms · 4 beds · 1 bath,252543420,Auspicie,,Praha 7,50.09869,14.42772,Entire home/apt,2058,1,57,2022-12-14,1.15,3,0,5,
33519372,Rental unit in Praha 6 · ★4.83 · 1 bedroom · 5 beds · 1 bath,211888395,Dusan,,Praha 6,50.08343,14.36276,Entire home/apt,2087,1,48,2023-03-09,0.94,1,70,5,
33543252,Serviced apartment in Praha 3 · ★4.50 · 2 bedrooms · 4 beds · 1 bath,109089184,Michal,,Praha 3,50.09048,14.48541,Entire home/apt,2298,1,4,2023-06-19,0.22,64,7,2,
33543545,Rental unit in  Prague 2 · ★4.92 · 1 bedroom · 1 bed · 1 bath,90401972,Romana&Klára,,Praha 2,50.07515,14.43753,Entire home/apt,1971,1,201,2023-06-14,3.92,11,0,64,
33544455,Rental unit in Prague 10 · ★4.87 · 3 bedrooms · 5 beds · 1.5 baths,16156940,Hang,,Praha 10,50.0691032409668,14.454474449157715,Entire home/apt,3310,1,62,2023-06-08,1.25,5,132,21,
33566162,Rental unit in Hlavní město Praha · ★4.78 · 3 bedrooms · 3 beds · 1.5 baths,1096432,Richard,,Praha 1,50.08578,14.41808,Entire home/apt,7279,3,73,2023-06-09,1.44,3,5,27,
33567990,Rental unit in Hlavní město Praha · ★4.89 · 2 bedrooms · 3 beds · 1 bath,1096432,Richard,,Praha 3,50.08036,14.4524,Entire home/apt,3971,2,37,2022-09-27,0.73,3,5,18,
33572086,Rental unit in Hlavní město Praha · ★4.59 · 1 bedroom · 2 beds · 1.5 baths,242015882,Felix A Světlana,,Praha 1,50.08874,14.39945,Entire home/apt,3271,1,22,2023-05-30,0.63,15,154,11,
33574826,Rental unit in Hlavní město Praha · ★4.50 · 1 bedroom · 3 beds · 1.5 baths,242015882,Felix A Světlana,,Praha 1,50.08704,14.39958,Entire home/apt,3981,1,28,2023-06-08,0.64,15,148,7,
33577662,Rental unit in Prague 1 · ★4.95 · 2 bedrooms · 1 bed · 1 bath,69034187,Hana & Eliska,,Praha 5,50.08071,14.40805,Entire home/apt,2957,5,129,2023-06-17,2.54,2,151,32,
33581166,Rental unit in Praha 2 · ★4.91 · 1 bedroom · 5 beds · 1 bath,423259,Zsofia,,Praha 2,50.07754,14.43911,Entire home/apt,2530,3,23,2022-11-13,0.45,15,118,5,
33583116,Rental unit in Hlavní město Praha · ★4.89 · Studio · 1 bed · 1 bath,5463516,Zuzana & Seven Keys Team,,Praha 1,50.07874,14.42384,Entire home/apt,1320,2,102,2023-05-29,2.00,69,145,25,
33586290,Home in Prague 4 · 6 bedrooms · 1 bed · 1 shared bath,243081607,Linh,,Praha 4,50.04146,14.44296,Private room,1000,1,2,2019-09-15,0.04,6,0,0,
33586694,Home in Prague 4 · ★4.57 · 6 bedrooms · 1 bed · 1 shared bath,243081607,Linh,,Praha 4,50.04146,14.44296,Private room,800,1,7,2019-09-14,0.14,6,0,0,
33586838,Home in Prague 4 · 6 bedrooms · 4 beds · 1 shared bath,243081607,Linh,,Praha 4,50.04146,14.44296,Private room,1300,1,1,2019-11-03,0.02,6,0,0,
33587050,Home in Prague 4 · ★4.70 · 6 bedrooms · 2 beds · 1 shared bath,243081607,Linh,,Praha 4,50.04146,14.44296,Private room,800,1,10,2019-09-15,0.20,6,0,0,
33587140,Home in Prague 4 · ★4.86 · 6 bedrooms · 2 beds · 1 shared bath,243081607,Linh,,Praha 4,50.04146,14.44296,Private room,1200,1,7,2022-01-01,0.14,6,358,0,
33597791,Rental unit in Hlavní město Praha · ★4.83 · 2 bedrooms · 2 beds · 2 baths,242015882,Felix A Světlana,,Praha 1,50.08691,14.39936,Entire home/apt,4863,1,58,2023-05-29,1.28,15,119,22,
33603641,Rental unit in Prague · ★4.57 · Studio · 1 bed · 1 bath,5463516,Zuzana & Seven Keys Team,,Praha 1,50.09031,14.42716,Entire home/apt,1517,2,111,2023-06-12,2.16,69,171,44,
33631748,Rental unit in Praha · ★4.86 · 1 bedroom · 1 bed · 1 bath,245313193,Veronika,,Praha 5,50.06986,14.40229,Entire home/apt,1500,1,66,2020-03-19,1.29,1,1,0,
33637440,Rental unit in Praha 1 · ★4.95 · 3 bedrooms · 3 beds · 1.5 baths,219898129,Abdi And Alice,,Praha 1,50.09024,14.43051,Entire home/apt,2943,2,219,2023-06-22,4.29,2,170,83,
33661334,Condo in Praha · ★4.83 · 1 bedroom · 3 beds · 1 bath,4430894,Cyril,,Praha 5,50.07109451293945,14.403260231018066,Entire home/apt,1403,3,118,2023-06-05,2.43,2,154,34,
33676514,Rental unit in Praha 7 · ★3.86 · 1 bedroom · 2 beds · 1 private bath,252543420,Auspicie,,Praha 7,50.09915,14.4264,Private room,2058,1,7,2019-11-01,0.14,3,0,0,
33680107,Rental unit in Praha 10 · ★5.0 · Studio · 2 beds · 1 bath,62772208,Barbora,,Praha 10,50.07233,14.46174,Entire home/apt,977,3,16,2023-06-18,0.33,1,8,10,
33734649,Rental unit in Praha 6 · 1 bedroom · 1 bed · 1 bath,254291673,Farid,,Praha 6,50.10189,14.4034,Entire home/apt,10645,1,2,2019-06-02,0.04,1,0,0,
33773233,Townhouse in Praha 8 · ★4.80 · 1 bedroom · 1 bed · 1.5 shared baths,74874104,Miloslav And Monika,,Praha 8,50.13481,14.43992,Private room,500,2,10,2022-08-28,0.20,3,9,1,
33775380,Rental unit in Praha 3 · ★5.0 · 2 bedrooms · 3 beds · 2 baths,9992653,Pavel,,Praha 3,50.08973,14.46494,Entire home/apt,2839,20,6,2023-02-28,0.12,2,174,2,
33775711,Rental unit in Hlavní město Praha · ★4.75 · Studio · 2 beds · 1 bath,95455368,Lukyno,,Praha 2,50.06952,14.43367,Entire home/apt,1086,2,4,2022-08-15,0.31,1,10,3,
33855636,Rental unit in Hlavní město Praha · ★4.46 · Studio · 1 bed · 1 bath,255181526,Cde-R,,Praha 3,50.07778,14.45365,Entire home/apt,1459,3,63,2023-06-21,1.30,8,86,20,
33895759,Rental unit in Hlavní město Praha · ★4.93 · 1 bedroom · 4 beds · 1 bath,51005551,Keeratiya,,Praha 1,50.07979614956261,14.423646189324334,Entire home/apt,2264,1,165,2023-06-22,3.24,3,210,65,
33895925,Rental unit in Hlavní město Praha · ★4.12 · Studio · 1 bed · 1 bath,9550037,Anton & Vika,,Praha 1,50.08004,14.42482,Entire home/apt,1690,2,113,2023-06-17,2.24,64,98,63,
33897336,Rental unit in Hlavní město Praha · ★4.44 · Studio · 2 beds · 1 bath,9550037,Anton & Vika,,Praha 1,50.07968,14.42555,Entire home/apt,1825,2,154,2023-06-17,3.13,64,81,58,
33922680,Loft in Czechia · ★4.66 · 2 bedrooms · 3 beds · 3 baths,11257014,Jt,,Praha 1,50.09003,14.42103,Entire home/apt,3511,3,61,2023-06-05,1.78,33,176,37,
33927085,Rental unit in Praha 1 · ★4.62 · 1 bedroom · 1 bed · 1 bath,5463516,Zuzana & Seven Keys Team,,Praha 1,50.0891,14.4285,Entire home/apt,1794,2,107,2023-06-18,2.12,69,158,36,
33929236,Rental unit in Hlavní město Praha · ★4.91 · Studio · 1 bed · 1 bath,255993161,Kateřina,,Praha 1,50.08532,14.4212,Entire home/apt,2173,2,204,2023-06-06,4.01,2,155,60,
33934898,Rental unit in Praha 6 · ★4.65 · 1 bedroom · 2 beds · 1.5 baths,256251804,Romana,,Praha 6,50.09452,14.37957,Entire home/apt,1600,6,52,2023-01-06,1.02,1,253,1,
33935321,Rental unit in Praha 3 · 2 bedrooms · 5 beds · 1 bath,224320104,Štěpánka,,Praha 3,50.08248,14.44615,Entire home/apt,1200,2,2,2022-03-05,0.04,6,1,0,
33936055,Rental unit in Praha 3 · ★4.84 · 1 bedroom · 2 beds · 1 bath,131013081,Lukáš,,Praha 3,50.07907,14.44913,Entire home/apt,1301,1,164,2023-06-21,3.34,4,10,64,
33940657,Rental unit in Hlavní město Praha · ★4.84 · 1 bedroom · 2 beds · 1 bath,255183969,Tomas & Friends,,Praha 1,50.09206,14.43167,Entire home/apt,2563,2,133,2023-06-22,2.65,2,83,39,
33941947,Rental unit in Hlavní město Praha · ★4.71 · 1 bedroom · 1 bed · 1 bath,255183969,Tomas & Friends,,Praha 1,50.09176,14.43044,Entire home/apt,1642,2,108,2023-06-20,2.12,2,84,43,
33947963,Condo in Praha 5 · ★4.93 · 1 bedroom · 1 bed · 1 bath,206478297,Veronika,,Praha 5,50.06158,14.39092,Entire home/apt,1400,3,54,2022-09-29,1.06,1,10,17,
33965259,Rental unit in Hlavní město Praha · ★4.48 · 3 bedrooms · 4 beds · 1.5 baths,246868643,Tereza,,Praha 1,50.08571,14.42041,Entire home/apt,1500,1,123,2023-06-17,2.42,3,276,49,
33969213,Rental unit in Praha 12 · 1 bedroom · 2 beds · 1 shared bath,254563675,Helena,,Praha 12,49.98916,14.44459,Private room,2000,1,2,2019-10-06,0.04,1,180,0,
33969486,Rental unit in Praha 8 · Studio · 1 bed · 1 bath,84564546,Jan,,Praha 8,50.12589,14.41217,Entire home/apt,1301,10,0,,,3,296,0,
33993242,Rental unit in Praha 6 · ★4.92 · 1 bedroom · 1 bed · 1.5 baths,137826777,Ondrej,,Praha 6,50.08213,14.3743,Entire home/apt,1990,2,106,2023-06-05,2.09,1,120,28,
33993862,Rental unit in Praha 5 · ★4.99 · Studio · 1 bed · 1.5 baths,256041322,"Simona, Michal",,Praha 5,50.07431,14.38397,Entire home/apt,1165,3,124,2023-06-13,2.63,1,232,40,
34003844,Rental unit in Hlavní město Praha · ★4.48 · Studio · 2 beds · 1.5 baths,153288207,Anastasiya,,Praha 8,50.09085,14.44678,Entire home/apt,543,2,52,2020-07-31,1.02,22,0,0,
34005022,Rental unit in Praha 3 · ★4.61 · Studio · 2 beds · 1 bath,256760515,Natálie,,Praha 3,50.08289,14.44837,Entire home/apt,1629,2,74,2023-04-14,1.50,9,87,25,
34009351,Rental unit in Prague 7 · ★4.35 · 2 bedrooms · 4 beds · 1 bath,252543420,Auspicie,,Praha 7,50.10524,14.43164,Entire home/apt,2058,1,23,2023-02-20,0.47,3,0,5,
34010483,Rental unit in Praha 3 · ★4.75 · Studio · 2 beds · 1 bath,256760515,Natálie,,Praha 3,50.083,14.45001,Entire home/apt,1379,2,87,2023-06-03,1.76,9,72,33,
34010898,Rental unit in Prague 3 · ★4.74 · Studio · 2 beds · 1 bath,256760515,Natálie,,Praha 3,50.08282,14.45032,Entire home/apt,1390,2,65,2023-06-01,1.30,9,90,18,
34029454,Serviced apartment in Hlavní město Praha · ★4.70 · 2 bedrooms · 4 beds · 1 bath,65760645,Matyáš,,Praha 10,50.07461,14.45946,Entire home/apt,2214,2,84,2023-05-29,1.68,47,0,22,
34036822,Home in Prague 22 · Studio · 3 beds · 1 shared bath,246361428,Jakub,,Praha 22,50.02634,14.59804,Private room,1100,1,1,2019-04-23,0.02,1,0,0,
34053222,Condo in Praha 7 · ★4.97 · 1 bedroom · 3 beds · 1 bath,9082420,Julia,,Praha 7,50.10679,14.45888,Entire home/apt,2000,4,33,2023-06-17,0.67,1,141,14,
34073191,Rental unit in Hlavní město Praha · ★4.13 · Studio · 2 beds · 1 bath,3763896,Evgeny,,Praha 2,50.07457,14.41604,Entire home/apt,2200,2,8,2022-10-10,0.16,17,187,1,
34076176,Rental unit in Hlavní město Praha · ★4.79 · Studio · 1 bed · 1 bath,3763896,Evgeny,,Praha 2,50.07608,14.41463,Entire home/apt,2011,2,28,2023-06-08,0.56,17,186,4,
34076754,Rental unit in Hlavní město Praha · ★4.71 · Studio · 2 beds · 1 bath,3763896,Evgeny,,Praha 2,50.07621,14.4159,Entire home/apt,2413,2,46,2023-01-02,0.91,17,184,8,
34077134,Rental unit in Hlavní město Praha · ★4.55 · 1 bedroom · 2 beds · 1 bath,3763896,Evgeny,,Praha 2,50.07458,14.41585,Entire home/apt,2602,2,12,2022-12-28,0.24,17,153,1,
34117015,Rental unit in Praha 1 · 1 bedroom · 1 bed · 1.5 baths,257603843,Viktoria,,Praha 1,50.09027,14.42032,Entire home/apt,3988,1,1,2021-10-02,0.05,10,344,0,
34120234,Serviced apartment in Prague · ★4.94 · 1 bedroom · 1 bed · 1.5 baths,92781139,Jakub,,Praha 3,50.0841,14.46765,Entire home/apt,2214,2,53,2023-06-02,1.15,34,33,34,
34141224,Rental unit in Praha · ★4.97 · 2 bedrooms · 1 bed · 1 bath,719938,Renáta,,Praha 5,50.07694,14.40305,Entire home/apt,2500,3,34,2020-04-26,0.70,2,141,0,
34141665,Rental unit in Praha 6 · ★4.86 · 1 bedroom · 2 beds · 1 bath,26407965,Tomas,,Praha 6,50.09481,14.3487,Entire home/apt,2815,2,7,2022-03-13,0.14,12,85,0,
34141851,Rental unit in Hlavní město Praha · ★4.72 · 3 bedrooms · 5 beds · 2 baths,81406161,Honza,,Praha 1,50.07847,14.42414,Entire home/apt,4357,2,214,2023-06-09,4.24,1,138,71,
34142736,Rental unit in Hlavní město Praha · ★4.50 · 1 bedroom · 1 bed · 1.5 baths,257603843,Viktoria,,Praha 1,50.09029,14.42031,Entire home/apt,3954,1,6,2023-05-20,0.12,10,346,1,
34143088,Rental unit in Praha 7 · ★3.83 · 1 bedroom · 1 bed · 1 bath,257779276,Oliver,,Praha 7,50.09748,14.42195,Entire home/apt,2568,1,12,2022-07-22,0.26,38,285,1,
34143109,Rental unit in Hlavní město Praha · ★4.68 · Studio · 2 beds · 1 bath,153288207,Anastasiya,,Praha 8,50.09031,14.44707,Entire home/apt,760,2,77,2020-08-10,1.52,22,0,0,
34144308,Rental unit in Praha 7 · ★4.67 · 1 bedroom · 1 bed · 1 bath,257779276,Oliver,,Praha 7,50.09887,14.4226,Entire home/apt,2446,1,16,2021-12-05,0.33,38,282,0,
34144332,Rental unit in Praha 7 · ★4.42 · 1 bedroom · 2 beds · 1 bath,257779276,Oliver,,Praha 7,50.09966,14.42295,Entire home/apt,2458,1,19,2023-02-12,0.39,38,364,5,
34144669,Rental unit in Praha 7 · ★3.92 · 2 bedrooms · 2 beds · 2 baths,257779276,Oliver,,Praha 7,50.09748,14.42195,Entire home/apt,4414,1,13,2022-12-18,0.26,38,252,3,
34144719,Rental unit in Praha 7 · ★4.63 · 2 bedrooms · 2 beds · 2 baths,257779276,Oliver,,Praha 7,50.10572,14.43256,Entire home/apt,3706,1,16,2023-06-03,0.33,38,282,5,
34149535,Rental unit in Hlavní město Praha · ★4.79 · Studio · 1 bed · 1 bath,257603843,Viktoria,,Praha 1,50.09018,14.42008,Entire home/apt,3954,1,92,2023-03-24,2.09,10,345,4,
34161572,Aparthotel in Praha 1 · 1 bedroom · 1 bed,257603843,Viktoria,,Praha 1,50.09027,14.42032,Hotel room,4528,1,0,,,10,328,0,
34168509,Rental unit in Praha 1 · Studio · 1 bed · 1 bath,257603843,Viktoria,,Praha 1,50.09027,14.42032,Entire home/apt,3210,1,0,,,10,345,0,
34170601,Rental unit in Hlavní město Praha · ★4.53 · 1 bedroom · 1 bath,256394324,City Nest,,Praha 1,50.08177,14.42113,Entire home/apt,2940,2,387,2023-06-09,7.98,9,362,25,
34171092,Rental unit in Hlavní město Praha · 1 bedroom · 1 bath,256394324,City Nest,,Praha 1,50.07991,14.42213,Entire home/apt,3082,2,2,2022-10-09,0.04,9,343,1,
34179074,Aparthotel in Hlavní město Praha · 1 bedroom · 1 bed · 1 bath,257603843,Viktoria,,Praha 1,50.09021,14.4205,Hotel room,5204,1,1,2022-10-07,0.11,10,315,1,
34185215,Rental unit in Hlavní město Praha · ★4.36 · Studio · 1 bed · 1 bath,153288207,Anastasiya,,Praha 3,50.08878,14.4451,Entire home/apt,673,2,50,2020-08-28,0.99,22,0,0,
34186485,Rental unit in Hlavní město Praha · ★4.71 · 1 bedroom · 1 bath,256394324,City Nest,,Praha 1,50.07949,14.422,Entire home/apt,3670,2,21,2022-05-25,0.44,9,353,0,
34186595,Rental unit in Hlavní město Praha · ★3.25 · 2 bedrooms · 3 beds · 1 private bath,256394324,City Nest,,Praha 1,50.07961,14.42201,Private room,4995,2,4,2022-05-29,0.22,9,276,0,
34186803,Rental unit in Hlavní město Praha · ★4.0 · 1 bedroom · 3 beds · 1 bath,256394324,City Nest,,Praha 1,50.07954,14.42235,Entire home/apt,4731,2,3,2022-02-06,0.13,9,282,0,
34193858,Serviced apartment in Praha 1 · 1 bedroom · 1 bed · 1 bath,257603843,Viktoria,,Praha 1,50.09027,14.42032,Hotel room,4528,1,0,,,10,328,0,
34194299,Rental unit in Praha 1 · ★4.67 · Studio · 1 bed · 1 bath,257603843,Viktoria,,Praha 1,50.09027,14.42032,Entire home/apt,3954,1,3,2020-11-15,0.06,10,345,0,
34195091,Serviced apartment in Praha 10 · ★4.62 · 1 bedroom · 1 bed · 1 bath,194634301,Residence,,Praha 10,50.05879,14.46984,Hotel room,2031,1,13,2023-04-24,0.43,8,195,2,
34229563,Serviced apartment in Praha 10 · ★4.73 · 1 bedroom · 3 beds · 1 private bath,194634301,Residence,,Praha 10,50.0595,14.46841,Hotel room,2264,1,11,2023-05-28,0.52,8,200,3,
34237181,Loft in Hlavní město Praha · ★4.81 · 1 bedroom · 3 beds · 1 bath,245947043,Jan,,Praha 2,50.07448,14.42991,Entire home/apt,4538,1,26,2023-02-26,1.07,4,328,10,
34241637,"Guest suite in Smichov, Praha 5 · ★4.78 · 1 bedroom · 1 bed · 1 bath",232318816,Marina,,Praha 5,50.06133,14.39656,Entire home/apt,1114,2,190,2023-06-08,3.78,8,42,33,
34243207,"Guest suite in  Smichov, Praha 5 · ★4.84 · 1 bedroom · 1 bed · 1 bath",232318816,Marina,,Praha 5,50.05985,14.3966,Entire home/apt,984,2,107,2023-05-27,2.12,8,26,9,
34247198,Rental unit in Prague · ★5.0 · 2 bedrooms · 2 beds · 1 bath,14620631,Qingyun,,Praha 9,50.12374,14.49598,Entire home/apt,2250,2,26,2020-03-31,0.52,1,0,0,
34251183,Condo in Praha 10 · ★4.92 · 1 bedroom · 1 bed · 1 shared bath,20840089,Eduard,,Praha 10,50.0717,14.45875,Private room,1500,2,38,2023-06-04,0.75,1,50,15,
34253412,Serviced apartment in Praha 10 · 1 bedroom · 3 beds · 1 private bath,194634301,Residence,,Praha 10,50.05893,14.46846,Hotel room,2382,1,0,,,8,198,0,
34254056,Serviced apartment in Praha 10 · 1 bedroom · 3 beds · 1 private bath,194634301,Residence,,Praha 10,50.0596,14.46868,Hotel room,2382,1,1,2020-01-02,0.02,8,344,0,
34262869,Rental unit in Praha 3 · ★4.67 · 2 bedrooms · 4 beds · 1 bath,848754,David,,Praha 3,50.08509,14.44623,Entire home/apt,2802,40,9,2019-09-22,0.18,1,0,0,
34268943,Rental unit in Praha 1 · Studio · 1 bed · 1 bath,257603843,Viktoria,,Praha 1,50.09027,14.42032,Entire home/apt,4021,1,2,2019-05-26,0.04,10,336,0,
34270468,Rental unit in Hlavní město Praha · ★4.91 · 4 bedrooms · 4 beds · 2 baths,103146185,Michal&Michael,,Praha 1,50.08221,14.41968,Entire home/apt,5886,2,114,2023-06-11,2.28,22,247,69,
34271078,Serviced apartment in Praha 7 · ★4.56 · 2 bedrooms · 5 beds · 1 bath,109089184,Michal,,Praha 7,50.10505,14.43566,Entire home/apt,1419,1,9,2021-08-01,0.18,64,0,0,
34274223,Rental unit in Praha 7 · ★4.59 · 1 bedroom · 1 bed · 1 bath,257779276,Oliver,,Praha 7,50.09765,14.4233,Entire home/apt,1777,180,22,2021-12-31,0.44,38,8,0,
34275353,Rental unit in Praha 7 · ★4.57 · 4 bedrooms · 5 beds · 1.5 baths,257779276,Oliver,,Praha 7,50.0988,14.42253,Entire home/apt,6180,1,39,2023-03-30,0.79,38,289,3,
34279597,Serviced apartment in Prague 1 · ★5.0 · 1 bedroom · 2 beds · 1 bath,9805316,Filip,,Praha 1,50.07873,14.41564,Hotel room,2332,1,6,2023-04-10,0.12,10,225,3,
34307577,Home in Praha-Nebušice · ★4.67 · 1 bedroom · 1 bed · 3.5 shared baths,34845969,Ainura,,Nebušice,50.11067,14.32521,Private room,710,2,18,2023-06-18,0.36,3,81,9,
34312208,Serviced apartment in Praha 10 · 1 bedroom · 4 beds · 1 bath,194634301,Residence,,Praha 10,50.06088,14.47057,Hotel room,2480,1,0,,,8,179,0,
34324289,Rental unit in Hlavní město Praha · 1 bedroom · 1 bed · 1.5 baths,28280611,Ivanushka,,Praha 2,50.07314,14.42978,Entire home/apt,7540,1,1,2019-05-26,0.02,10,270,0,
34325675,Rental unit in Praha 10 · ★4.89 · 1 bedroom · 1 bed · 1 bath,86327104,Lujza,,Praha 10,50.070659,14.449097,Entire home/apt,1531,1,97,2023-06-08,7.29,1,304,88,
34336808,Rental unit in Praha · ★4.26 · 3 bedrooms · 7 beds · 1.5 baths,34315299,Bernhard,,Praha 5,50.07379,14.39602,Entire home/apt,3778,2,19,2023-05-28,0.38,2,179,9,
34350623,Rental unit in Prague · ★5.0 · 1 bedroom · 2 beds · 1 bath,28280611,Ivanushka,,Praha 2,50.07335,14.43142,Entire home/apt,7202,1,4,2022-07-27,0.08,10,270,1,
34352213,Rental unit in Hlavní město Praha · ★4.93 · 2 bedrooms · 2 beds · 1.5 baths,47635986,Pavla-David-Dominik,,Praha 1,50.09124,14.42678,Entire home/apt,2649,2,14,2023-01-02,0.28,10,0,3,
34355721,Rental unit in Hlavní město Praha · 2 bedrooms · 2 beds · 1 bath,28280611,Ivanushka,,Praha 2,50.07336,14.43131,Entire home/apt,7337,1,1,2021-08-28,0.05,10,270,0,
34364825,Rental unit in Hlavní město Praha · ★4.63 · 1 bedroom · 1 bed · 1 bath,259403939,Martina,,Praha 1,50.0779,14.42289,Entire home/apt,1919,2,126,2023-06-19,2.53,1,122,61,
34384769,Serviced apartment in Praha 10 · 1 bedroom · 3 beds · 1 bath,194634301,Residence,,Praha 10,50.05889,14.47006,Hotel room,2599,1,1,2022-05-28,0.08,8,170,0,
34387239,Serviced apartment in Praha 10 · ★4.33 · 1 bedroom · 2 beds · 1 bath,194634301,Residence,,Praha 10,50.06091,14.46834,Hotel room,2713,1,3,2023-06-04,1.67,8,185,3,
34387428,Rental unit in Praha 3 · ★4.75 · 2 bedrooms · 4 beds · 1.5 baths,224320104,Štěpánka,,Praha 3,50.08236,14.44597,Entire home/apt,1000,2,4,2020-01-03,0.08,6,1,0,
